2025-12-17T05:50:00.514427+0000 | INFO | REQUEST: POST http://10.70.9.131:8005/auth/admin/register
2025-12-17T05:50:00.842573+0000 | INFO | RESPONSE: 400 http://10.70.9.131:8005/auth/admin/register
2025-12-17T05:51:21.923662+0000 | INFO | REQUEST: GET http://10.70.9.131:8005/bookings/hall/2/available-slots?date_str=2025-12-10
2025-12-17T05:51:21.931093+0000 | INFO | RESPONSE: 200 http://10.70.9.131:8005/bookings/hall/2/available-slots?date_str=2025-12-10
2025-12-17T06:23:49.232440+0000 | INFO | REQUEST: POST http://10.70.9.131:8005/auth/admin/register
2025-12-17T06:23:49.275738+0000 | INFO | RESPONSE: 400 http://10.70.9.131:8005/auth/admin/register
2025-12-17T06:24:03.366438+0000 | INFO | REQUEST: POST http://10.70.9.131:8005/auth/admin/login
2025-12-17T06:24:03.433634+0000 | INFO | RESPONSE: 200 http://10.70.9.131:8005/auth/admin/login
2025-12-19T04:33:30.051359+0000 | INFO | REQUEST: GET http://10.70.9.131:8005/docs
2025-12-19T04:33:30.051822+0000 | INFO | RESPONSE: 200 http://10.70.9.131:8005/docs
2025-12-19T04:33:30.401464+0000 | INFO | REQUEST: GET http://10.70.9.131:8005/openapi.json
2025-12-19T04:33:30.449318+0000 | INFO | RESPONSE: 200 http://10.70.9.131:8005/openapi.json
2025-12-19T04:33:53.277093+0000 | INFO | REQUEST: POST http://10.70.9.131:8005/auth/admin/register
2025-12-19T04:33:53.373202+0000 | INFO | RESPONSE: 400 http://10.70.9.131:8005/auth/admin/register
2025-12-19T04:34:02.253623+0000 | INFO | REQUEST: POST http://10.70.9.131:8005/auth/admin/login
2025-12-19T04:34:02.350580+0000 | INFO | RESPONSE: 200 http://10.70.9.131:8005/auth/admin/login
2025-12-19T04:34:23.157746+0000 | INFO | REQUEST: POST http://10.70.9.131:8005/auth/user/register
2025-12-19T04:34:23.230505+0000 | INFO | RESPONSE: 200 http://10.70.9.131:8005/auth/user/register
2025-12-19T04:34:38.036662+0000 | INFO | REQUEST: POST http://10.70.9.131:8005/auth/user/login
2025-12-19T04:34:38.088226+0000 | INFO | RESPONSE: 200 http://10.70.9.131:8005/auth/user/login
2025-12-19T04:34:38.110507+0000 | INFO | REQUEST: GET http://10.70.9.131:8005/bookings/my?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiJ1c2VyQGdtYWlsLmNvbSIsInJvbGUiOiJ1c2VyIiwiZXhwIjoxNzY2MTIyNDc4fQ.ECzyx5KQbcgiwdcqIsA_S7kipHmA8xWlqC2XoQXdl3U
